customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C01101,15,39,329769.29,3,4,3,343,Loyal
C01102,6,37,265062.12,4,4,2,442,Loyal
C01103,86,33,354655.27,1,2,4,124,At Risk
C01104,88,31,359173.67,1,2,4,124,At Risk
C01105,87,39,248121.13999999998,1,4,2,142,Regular
C01106,24,32,282143.79,2,2,2,222,At Risk
C01107,12,37,306559.33,3,4,3,343,Loyal
C01108,4,31,306519.45,5,2,3,523,New
C01109,5,37,236221.3,5,4,1,541,Loyal
C01110,25,26,257249.42,2,1,2,212,At Risk
C01111,40,34,341045.01,1,3,4,134,Regular
C01112,1,44,412898.96,5,5,5,555,Champions
C01113,13,34,251473.43,3,3,2,332,Loyal
C01114,25,36,322848.94,2,3,3,233,Regular
C01115,10,31,237957.96,4,2,1,421,New
C01116,8,28,266790.85,4,1,2,412,New
C01117,31,30,382419.59,2,1,4,214,At Risk
C01118,67,35,405088.18,1,3,5,135,Regular
C01119,59,36,307601.42,1,3,3,133,Regular
C01120,19,43,490161.12,3,5,5,355,Loyal
C01121,74,31,175391.66,1,2,1,121,At Risk
C01122,4,44,502501.29,5,5,5,555,Champions
C01123,54,35,283058.77,1,3,2,132,Regular
C01124,29,34,312746.86,2,3,3,233,Regular
C01125,5,39,313797.34,5,4,3,543,Loyal
C01126,1,43,323411.5,5,5,3,553,Loyal
C01127,77,35,368690.15,1,3,4,134,Regular
C01128,43,28,198902.90000000002,1,1,1,111,At Risk
C01129,94,27,302323.77,1,1,3,113,At Risk
C01130,14,39,267664.33,3,4,2,342,Loyal
C01131,2,34,265387.91,5,3,2,532,Loyal
C01132,17,30,248790.87,3,2,2,322,Regular
C01133,16,35,311295.13,3,3,3,333,Loyal
C01134,53,33,373246.77,1,2,4,124,At Risk
C01135,2,29,246333.45,5,1,2,512,New
C01136,2,37,356259.1,5,4,4,544,Champions
C01137,14,19,96179.25,3,1,1,311,Regular
C01138,22,40,324001.83,2,5,3,253,Regular
C01139,5,30,312252.67,5,2,3,523,New
C01140,18,35,205672.53,3,3,1,331,Loyal
C01141,22,40,342602.02999999997,2,5,4,254,Regular
C01142,4,44,432997.58999999997,5,5,5,555,Champions
C01143,16,34,292963.3,3,3,3,333,Loyal
C01144,37,38,297248.19,1,4,3,143,Regular
C01145,3,31,308272.01,5,2,3,523,New
C01146,38,32,281061.69,1,2,2,122,At Risk
C01147,15,41,465083.94,3,5,5,355,Loyal
C01148,58,28,320225.22,1,1,3,113,At Risk
C01149,2,35,264298.57,5,3,2,532,Loyal
C01150,36,37,348998.77999999997,1,4,4,144,Regular
C01151,7,36,389497.93,4,3,4,434,Loyal
C01152,20,34,298225.82,2,3,3,233,Regular
C01153,14,34,302240.48,3,3,3,333,Loyal
C01154,14,28,473749.52,3,1,5,315,Regular
C01155,9,41,326551.82,4,5,3,453,Loyal
C01156,11,29,355505.83,4,1,4,414,New
C01157,52,34,250270.89,1,3,2,132,Regular
C01158,6,36,269142.8,4,3,2,432,Loyal
C01159,36,41,215007.99000000002,1,5,1,151,Regular
C01160,24,30,253795.62,2,2,2,222,At Risk
C01161,35,38,398452.7,1,4,5,145,Regular
C01162,89,37,411868.21,1,4,5,145,Regular
C01163,19,31,283451.25,3,2,2,322,Regular
C01164,39,36,236962.17,1,3,1,131,Regular
C01165,19,30,273538.76,3,2,2,322,Regular
C01166,9,22,283464.47,4,1,2,412,New
C01167,37,39,348089.78,1,4,4,144,Regular
C01168,43,46,485120.55,1,5,5,155,Regular
C01169,27,32,255899.51,2,2,2,222,At Risk
C01170,1,51,472273.68,5,5,5,555,Champions
C01171,36,33,289076.51,1,2,2,122,At Risk
C01172,4,36,323955.7,5,3,3,533,Loyal
C01173,25,34,255673.3,2,3,2,232,Regular
C01174,19,39,357608.32,3,4,4,344,Loyal
C01175,2,33,344323.22,5,2,4,524,New
C01176,13,44,347449.58,3,5,4,354,Loyal
C01177,57,25,227849.55,1,1,1,111,At Risk
C01178,81,27,270414.52999999997,1,1,2,112,At Risk
C01179,15,45,486536.33,3,5,5,355,Loyal
C01180,27,44,319608.83,2,5,3,253,Regular
C01181,26,37,400080.88,2,4,5,245,Regular
C01182,51,37,324092.0,1,4,3,143,Regular
C01183,28,29,280635.58,2,1,2,212,At Risk
C01184,23,38,353531.99,2,4,4,244,Regular
C01185,1,38,238053.44,5,4,1,541,Loyal
C01186,11,39,474240.56,4,4,5,445,Champions
C01187,4,33,432530.37,5,2,5,525,New
C01188,60,36,370940.4,1,3,4,134,Regular
C01189,46,31,358660.79,1,2,4,124,At Risk
C01190,5,31,336673.12,5,2,4,524,New
C01191,10,43,450762.82,4,5,5,455,Champions
C01192,10,43,428137.58,4,5,5,455,Champions
C01193,23,28,220238.08000000002,2,1,1,211,At Risk
C01194,5,35,362809.18,5,3,4,534,Loyal
C01195,3,36,278448.38,5,3,2,532,Loyal
C01196,11,37,340737.32,4,4,4,444,Champions
C01197,33,31,357633.69,2,2,4,224,At Risk
C01198,2,33,333025.71,5,2,4,524,New
C01199,76,33,284149.43,1,2,2,122,At Risk
C01200,74,26,223979.02,1,1,1,111,At Risk
C01201,12,36,236496.71,3,3,1,331,Loyal
C01202,46,37,322856.87,1,4,3,143,Regular
C01203,9,36,313132.17,4,3,3,433,Loyal
C01204,7,38,421935.91000000003,4,4,5,445,Champions
C01205,20,38,265972.16,2,4,2,242,Regular
C01206,5,28,253513.53999999998,5,1,2,512,New
C01207,23,40,466453.86,2,5,5,255,Regular
C01208,44,39,445005.28,1,4,5,145,Regular
C01209,3,34,168252.25,5,3,1,531,Loyal
C01210,1,38,236844.55,5,4,1,541,Loyal
C01211,73,39,269803.95,1,4,2,142,Regular
C01212,14,24,294536.57,3,1,3,313,Regular
C01213,8,36,245240.33,4,3,2,432,Loyal
C01214,8,30,329799.47,4,2,3,423,New
C01215,3,28,188211.93,5,1,1,511,New
C01216,1,31,263611.61,5,2,2,522,New
C01217,10,44,348004.72000000003,4,5,4,454,Champions
C01218,49,31,237700.82,1,2,1,121,At Risk
C01219,48,27,223511.57,1,1,1,111,At Risk
C01220,3,32,306686.24,5,2,3,523,New
C01221,16,34,271746.09,3,3,2,332,Loyal
C01222,13,33,290455.22000000003,3,2,2,322,Regular
C01223,2,35,350874.73,5,3,4,534,Loyal
C01224,9,33,205322.86000000002,4,2,1,421,New
C01225,18,38,342351.93,3,4,4,344,Loyal
C01226,57,28,265894.93,1,1,2,112,At Risk
C01227,39,35,308863.86,1,3,3,133,Regular
C01228,7,44,404136.23,4,5,5,455,Champions
C01229,19,41,438827.27,3,5,5,355,Loyal
C01230,26,32,247206.28,2,2,2,222,At Risk
C01231,10,39,388505.22,4,4,4,444,Champions
C01232,1,33,357309.04,5,2,4,524,New
C01233,5,37,395787.23,5,4,5,545,Champions
C01234,149,28,272489.81,1,1,2,112,At Risk
C01235,1,40,406964.73,5,5,5,555,Champions
C01236,13,40,329133.19,3,5,3,353,Loyal
C01237,8,27,200016.63,4,1,1,411,New
C01238,2,42,274992.22,5,5,2,552,Loyal
C01239,15,44,404199.65,3,5,5,355,Loyal
C01240,8,29,201090.42,4,1,1,411,New
C01241,24,31,339099.42,2,2,4,224,At Risk
C01242,50,26,242321.25,1,1,1,111,At Risk
C01243,13,49,430662.68,3,5,5,355,Loyal
C01244,61,41,378887.61,1,5,4,154,Regular
C01245,11,35,326601.77,4,3,3,433,Loyal
C01246,44,46,451732.51,1,5,5,155,Regular
C01247,18,35,304711.98,3,3,3,333,Loyal
C01248,2,35,282012.9,5,3,2,532,Loyal
C01249,3,35,305337.07,5,3,3,533,Loyal
C01250,4,28,243829.48,5,1,1,511,New
C01251,53,31,287208.24,1,2,2,122,At Risk
C01252,52,29,306628.95,1,1,3,113,At Risk
C01253,37,34,230007.43,1,3,1,131,Regular
C01254,18,29,210658.84,3,1,1,311,Regular
C01255,29,29,251640.89,2,1,2,212,At Risk
C01256,56,26,327934.25,1,1,3,113,At Risk
C01257,3,34,335887.2,5,3,4,534,Loyal
C01258,28,33,389682.33999999997,2,2,4,224,At Risk
C01259,12,29,285262.96,3,1,2,312,Regular
C01260,30,36,296157.13,2,3,3,233,Regular
C01261,6,34,442955.55,4,3,5,435,Loyal
C01262,18,36,354042.14,3,3,4,334,Loyal
C01263,41,23,236167.47999999998,1,1,1,111,At Risk
C01264,3,37,325735.82,5,4,3,543,Loyal
C01265,45,22,214396.74000000002,1,1,1,111,At Risk
C01266,51,29,249946.16,1,1,2,112,At Risk
C01267,8,31,293829.0,4,2,3,423,New
C01268,4,37,342004.75,5,4,4,544,Champions
C01269,5,45,327468.81,5,5,3,553,Loyal
C01270,4,37,294002.92,5,4,3,543,Loyal
C01271,60,41,399444.7,1,5,5,155,Regular
C01272,15,39,348725.74,3,4,4,344,Loyal
C01273,49,41,340041.61,1,5,4,154,Regular
C01274,17,35,279043.02,3,3,2,332,Loyal
C01275,9,36,206772.59,4,3,1,431,Loyal
C01276,20,34,193397.26,2,3,1,231,Regular
C01277,15,28,282614.64999999997,3,1,2,312,Regular
C01278,6,24,292278.16000000003,4,1,3,413,New
C01279,33,31,290335.49,2,2,2,222,At Risk
C01280,69,28,324917.10000000003,1,1,3,113,At Risk
C01281,11,36,383973.36,4,3,4,434,Loyal
C01282,24,42,270130.41,2,5,2,252,Regular
C01283,9,35,340825.88,4,3,4,434,Loyal
C01284,23,32,258155.47,2,2,2,222,At Risk
C01285,6,37,326908.79,4,4,3,443,Loyal
C01286,6,30,234751.57,4,2,1,421,New
C01287,18,49,436129.20999999996,3,5,5,355,Loyal
C01288,5,39,338008.37,5,4,4,544,Champions
C01289,20,42,321577.54,2,5,3,253,Regular
C01290,49,29,230357.58000000002,1,1,1,111,At Risk
C01291,18,38,293834.49,3,4,3,343,Loyal
C01292,2,39,403445.34,5,4,5,545,Champions
C01293,1,44,390652.83,5,5,5,555,Champions
C01294,50,39,319669.37,1,4,3,143,Regular
C01295,18,42,374399.34,3,5,4,354,Loyal
C01296,15,29,194225.46,3,1,1,311,Regular
C01297,22,31,297934.57,2,2,3,223,At Risk
C01298,12,31,213353.75,3,2,1,321,Regular
C01299,15,26,143549.62,3,1,1,311,Regular
C01300,6,34,369695.63,4,3,4,434,Loyal
C01301,23,36,294134.85000000003,2,3,3,233,Regular
C01302,49,37,353473.28,1,4,4,144,Regular
C01303,8,32,241771.76,4,2,1,421,New
C01304,26,47,529795.62,2,5,5,255,Regular
C01305,1,30,219810.17,5,2,1,521,New
C01306,4,32,278792.26,5,2,2,522,New
C01307,2,34,394657.95,5,3,5,535,Loyal
C01308,29,27,280931.58,2,1,2,212,At Risk
C01309,32,30,333233.24,2,2,4,224,At Risk
C01310,26,33,203922.07,2,2,1,221,At Risk
C01311,35,24,191303.45,1,1,1,111,At Risk
C01312,1,30,292108.86,5,2,3,523,New
C01313,19,28,244588.11000000002,3,1,2,312,Regular
C01314,10,44,399214.93,4,5,5,455,Champions
C01315,2,36,324376.88,5,3,3,533,Loyal
C01316,12,31,294438.71,3,2,3,323,Regular
C01317,70,35,328211.27,1,3,3,133,Regular
C01318,2,40,261061.31,5,5,2,552,Loyal
C01319,54,36,239240.72,1,3,1,131,Regular
C01320,28,26,215828.12,2,1,1,211,At Risk
C01321,22,43,420627.04,2,5,5,255,Regular
C01322,7,42,356880.76999999996,4,5,4,454,Champions
C01323,14,40,417372.55,3,5,5,355,Loyal
C01324,4,39,366409.55,5,4,4,544,Champions
C01325,3,39,458340.67,5,4,5,545,Champions
C01326,22,32,384188.74,2,2,4,224,At Risk
C01327,46,42,435960.0,1,5,5,155,Regular
C01328,2,31,239696.97,5,2,1,521,New
C01329,6,41,571940.38,4,5,5,455,Champions
C01330,11,30,286897.46,4,2,2,422,New
C01331,3,30,326851.95,5,2,3,523,New
C01332,21,43,469077.26,2,5,5,255,Regular
C01333,1,38,286271.42,5,4,2,542,Loyal
C01334,7,34,223968.0,4,3,1,431,Loyal
C01335,8,40,423581.44,4,5,5,455,Champions
C01336,3,37,330106.06,5,4,3,543,Loyal
C01337,21,36,450926.8,2,3,5,235,Regular
C01338,37,30,172086.14,1,2,1,121,At Risk
C01339,22,42,431622.3,2,5,5,255,Regular
C01340,6,37,329077.52,4,4,3,443,Loyal
C01341,10,33,211573.29,4,2,1,421,New
C01342,45,37,434165.8,1,4,5,145,Regular
C01343,2,37,404682.39,5,4,5,545,Champions
C01344,2,47,447438.35,5,5,5,555,Champions
C01345,22,33,207598.49,2,2,1,221,At Risk
C01346,30,45,389380.68,2,5,4,254,Regular
C01347,39,29,214044.62,1,1,1,111,At Risk
C01348,20,35,268856.76,2,3,2,232,Regular
C01349,14,38,331955.7,3,4,3,343,Loyal
C01350,38,33,234470.61,1,2,1,121,At Risk
C01351,19,29,300993.25,3,1,3,313,Regular
C01352,9,47,287377.92,4,5,2,452,Loyal
C01353,39,30,432963.07,1,2,5,125,At Risk
C01354,16,39,291434.94,3,4,2,342,Loyal
C01355,9,46,616040.8099999999,4,5,5,455,Champions
C01356,31,36,420341.27999999997,2,3,5,235,Regular
C01357,10,34,371189.39,4,3,4,434,Loyal
C01358,74,32,214932.08000000002,1,2,1,121,At Risk
C01359,4,42,470203.48,5,5,5,555,Champions
C01360,7,25,224906.02000000002,4,1,1,411,New
C01361,39,35,193267.9,1,3,1,131,Regular
C01362,37,48,352095.51,1,5,4,154,Regular
C01363,1,36,278238.27,5,3,2,532,Loyal
C01364,9,35,321274.65,4,3,3,433,Loyal
C01365,9,38,463848.51,4,4,5,445,Champions
C01366,18,36,299593.85,3,3,3,333,Loyal
C01367,60,36,440911.6,1,3,5,135,Regular
C01368,10,34,310256.2,4,3,3,433,Loyal
C01369,1,44,284233.65,5,5,2,552,Loyal
C01370,24,36,373581.67,2,3,4,234,Regular
C01371,3,34,273240.36,5,3,2,532,Loyal
C01372,14,29,226741.61000000002,3,1,1,311,Regular
C01373,17,42,299535.06,3,5,3,353,Loyal
C01374,31,32,224482.45,2,2,1,221,At Risk
C01375,40,29,121604.07999999999,1,1,1,111,At Risk
C01376,2,37,381415.53,5,4,4,544,Champions
C01377,44,33,365922.73,1,2,4,124,At Risk
C01378,1,33,256147.25,5,2,2,522,New
C01379,26,27,215536.85,2,1,1,211,At Risk
C01380,15,37,389323.05,3,4,4,344,Loyal
C01381,23,33,214737.51,2,2,1,221,At Risk
C01382,1,35,247933.91,5,3,2,532,Loyal
C01383,6,26,232721.34,4,1,1,411,New
C01384,29,34,255756.21,2,3,2,232,Regular
C01385,38,43,304173.49,1,5,3,153,Regular
C01386,16,30,259855.06,3,2,2,322,Regular
C01387,42,33,315842.11,1,2,3,123,At Risk
C01388,3,42,318682.95,5,5,3,553,Loyal
C01389,6,34,359689.24,4,3,4,434,Loyal
C01390,5,38,267102.37,5,4,2,542,Loyal
C01391,22,34,269985.17,2,3,2,232,Regular
C01392,13,39,347617.75,3,4,4,344,Loyal
C01393,1,43,398211.62,5,5,5,555,Champions
C01394,23,32,343379.33999999997,2,2,4,224,At Risk
C01395,12,37,341939.27,3,4,4,344,Loyal
C01396,35,32,228583.97,1,2,1,121,At Risk
C01397,11,42,327427.66,4,5,3,453,Loyal
C01398,24,33,328931.79,2,2,3,223,At Risk
C01399,13,42,270914.38,3,5,2,352,Loyal
C01400,26,31,230793.08,2,2,1,221,At Risk
C01401,21,36,380449.15,2,3,4,234,Regular
C01402,7,37,396014.97000000003,4,4,5,445,Champions
C01403,19,38,361873.04000000004,3,4,4,344,Loyal
C01404,28,44,411786.35,2,5,5,255,Regular
C01405,10,32,223830.28,4,2,1,421,New
C01406,30,40,476765.05,2,5,5,255,Regular
C01407,20,43,307422.3,2,5,3,253,Regular
C01408,24,42,321733.68,2,5,3,253,Regular
C01409,24,26,235135.65,2,1,1,211,At Risk
C01410,26,38,238961.71,2,4,1,241,Regular
C01411,6,32,215591.58,4,2,1,421,New
C01412,76,32,264237.97,1,2,2,122,At Risk
C01413,1,35,329144.63,5,3,3,533,Loyal
C01414,60,38,271887.52,1,4,2,142,Regular
C01415,38,34,196127.97,1,3,1,131,Regular
C01416,4,30,247115.34,5,2,2,522,New
C01417,7,39,357434.43,4,4,4,444,Champions
C01418,23,25,126667.40000000001,2,1,1,211,At Risk
C01419,10,39,263673.13,4,4,2,442,Loyal
C01420,15,38,273005.87,3,4,2,342,Loyal
C01421,24,39,462950.0,2,4,5,245,Regular
C01422,15,36,434061.16000000003,3,3,5,335,Loyal
C01423,24,31,378111.95,2,2,4,224,At Risk
C01424,34,23,162247.53,2,1,1,211,At Risk
C01425,21,38,393462.72000000003,2,4,5,245,Regular
C01426,14,41,410422.14,3,5,5,355,Loyal
C01427,47,31,384820.33999999997,1,2,4,124,At Risk
C01428,9,34,308477.48,4,3,3,433,Loyal
C01429,12,42,332132.16,3,5,3,353,Loyal
C01430,4,33,320701.26,5,2,3,523,New
C01431,39,31,304760.65,1,2,3,123,At Risk
C01432,3,37,339227.6,5,4,4,544,Champions
C01433,3,48,378975.81,5,5,4,554,Champions
C01434,53,32,384356.63,1,2,4,124,At Risk
C01435,63,29,332894.55,1,1,4,114,At Risk
C01436,41,37,323284.36,1,4,3,143,Regular
C01437,3,33,247636.46,5,2,2,522,New
C01438,46,33,348886.47,1,2,4,124,At Risk
C01439,3,30,306446.14999999997,5,2,3,523,New
C01440,61,26,198176.77,1,1,1,111,At Risk
C01441,96,22,176334.28,1,1,1,111,At Risk
C01442,3,42,412131.69,5,5,5,555,Champions
C01443,8,31,182737.3,4,2,1,421,New
C01444,2,33,309490.32,5,2,3,523,New
C01445,13,35,222469.01,3,3,1,331,Loyal
C01446,30,37,270163.1,2,4,2,242,Regular
C01447,22,34,247026.46,2,3,2,232,Regular
C01448,57,35,272728.8,1,3,2,132,Regular
C01449,1,40,426072.32999999996,5,5,5,555,Champions
C01450,8,35,328066.55,4,3,3,433,Loyal
C01451,65,29,215818.15,1,1,1,111,At Risk
C01452,52,22,176004.09,1,1,1,111,At Risk
C01453,48,31,164737.04,1,2,1,121,At Risk
C01454,18,38,420097.16,3,4,5,345,Loyal
C01455,5,44,497460.43,5,5,5,555,Champions
C01456,30,35,375957.65,2,3,4,234,Regular
C01457,32,25,122544.07,2,1,1,211,At Risk
C01458,5,32,228056.49,5,2,1,521,New
C01459,32,31,308272.11,2,2,3,223,At Risk
C01460,23,37,429428.43,2,4,5,245,Regular
C01461,43,37,406144.45999999996,1,4,5,145,Regular
C01462,38,36,412511.76,1,3,5,135,Regular
C01463,52,38,494941.2,1,4,5,145,Regular
C01464,23,40,309046.31,2,5,3,253,Regular
C01465,52,36,266381.95,1,3,2,132,Regular
C01466,1,30,264461.33,5,2,2,522,New
C01467,35,33,336160.31,1,2,4,124,At Risk
C01468,36,32,238524.45,1,2,1,121,At Risk
C01469,24,48,584416.81,2,5,5,255,Regular
C01470,13,40,326687.35,3,5,3,353,Loyal
C01471,7,49,497986.1,4,5,5,455,Champions
C01472,11,30,328640.23,4,2,3,423,New
C01473,6,35,341880.67,4,3,4,434,Loyal
C01474,15,25,235104.32,3,1,1,311,Regular
C01475,11,41,497322.89,4,5,5,455,Champions
C01476,3,39,319925.89,5,4,3,543,Loyal
C01477,7,37,399454.01,4,4,5,445,Champions
C01478,5,49,324076.73,5,5,3,553,Loyal
C01479,5,31,336763.77,5,2,4,524,New
C01480,52,33,367019.01,1,2,4,124,At Risk
C01481,68,40,463366.72000000003,1,5,5,155,Regular
C01482,20,39,399494.25,2,4,5,245,Regular
C01483,15,26,172369.16999999998,3,1,1,311,Regular
C01484,14,26,218325.46,3,1,1,311,Regular
C01485,9,40,355667.83,4,5,4,454,Champions
C01486,2,30,177993.78,5,2,1,521,New
C01487,23,45,398282.2,2,5,5,255,Regular
C01488,62,36,234804.61,1,3,1,131,Regular
C01489,17,44,338067.52,3,5,4,354,Loyal
C01490,12,33,300711.19,3,2,3,323,Regular
C01491,2,44,372327.12,5,5,4,554,Champions
C01492,154,33,338655.52999999997,1,2,4,124,At Risk
C01493,86,36,207045.93,1,3,1,131,Regular
C01494,16,27,193702.1,3,1,1,311,Regular
C01495,9,20,218454.91,4,1,1,411,New
C01496,37,36,370685.73000000004,1,3,4,134,Regular
C01497,20,33,327935.56,2,2,3,223,At Risk
C01498,31,32,296490.35,2,2,3,223,At Risk
C01499,37,36,300919.84,1,3,3,133,Regular
C01500,32,39,332811.7,2,4,4,244,Regular
C01501,10,34,278952.71,4,3,2,432,Loyal
C01502,13,34,251775.03,3,3,2,332,Loyal
C01503,22,50,546439.79,2,5,5,255,Regular
C01504,4,34,281727.48,5,3,2,532,Loyal
C01505,17,33,215496.68,3,2,1,321,Regular
C01506,12,41,327052.61,3,5,3,353,Loyal
C01507,4,24,124097.26,5,1,1,511,New
C01508,58,31,300802.72000000003,1,2,3,123,At Risk
C01509,1,36,365502.79,5,3,4,534,Loyal
C01510,10,38,320731.31,4,4,3,443,Loyal
C01511,21,36,393674.3,2,3,5,235,Regular
C01512,74,34,256774.26,1,3,2,132,Regular
C01513,2,29,284142.49,5,1,2,512,New
C01514,16,44,459250.41000000003,3,5,5,355,Loyal
C01515,2,48,331328.08,5,5,3,553,Loyal
C01516,1,38,451012.73,5,4,5,545,Champions
C01517,36,33,233836.29,1,2,1,121,At Risk
C01518,21,34,285674.83,2,3,2,232,Regular
C01519,13,36,283632.8,3,3,2,332,Loyal
C01520,11,46,479068.98,4,5,5,455,Champions
C01521,32,40,412585.49,2,5,5,255,Regular
C01522,27,31,270769.09,2,2,2,222,At Risk
C01523,7,34,332931.21,4,3,4,434,Loyal
C01524,30,36,439289.74,2,3,5,235,Regular
C01525,7,28,324953.45,4,1,3,413,New
C01526,28,39,474870.23,2,4,5,245,Regular
C01527,14,37,186155.39,3,4,1,341,Loyal
C01528,18,40,324431.53,3,5,3,353,Loyal
C01529,11,35,258855.09,4,3,2,432,Loyal
C01530,10,50,535627.99,4,5,5,455,Champions
C01531,13,38,324702.22,3,4,3,343,Loyal
C01532,1,40,386082.12,5,5,4,554,Champions
C01533,6,42,420133.5,4,5,5,455,Champions
C01534,23,35,378125.73000000004,2,3,4,234,Regular
C01535,33,21,203936.09,2,1,1,211,At Risk
C01536,7,35,269772.92,4,3,2,432,Loyal
C01537,2,45,569208.99,5,5,5,555,Champions
C01538,37,34,295760.76,1,3,3,133,Regular
C01539,5,36,312770.62,5,3,3,533,Loyal
C01540,21,22,235369.29,2,1,1,211,At Risk
C01541,2,34,311750.72,5,3,3,533,Loyal
C01542,23,29,292125.0,2,1,3,213,At Risk
C01543,10,35,259901.15,4,3,2,432,Loyal
C01544,59,28,204661.36,1,1,1,111,At Risk
C01545,19,42,431297.91000000003,3,5,5,355,Loyal
C01546,20,32,365690.24,2,2,4,224,At Risk
C01547,46,33,364907.99,1,2,4,124,At Risk
C01548,2,46,291611.9,5,5,3,553,Loyal
C01549,15,23,152213.16,3,1,1,311,Regular
C01550,44,40,239421.66,1,5,1,151,Regular
C01551,10,36,483958.08,4,3,5,435,Loyal
C01552,2,29,154088.27,5,1,1,511,New
C01553,8,35,280037.33,4,3,2,432,Loyal
C01554,30,28,305946.99,2,1,3,213,At Risk
C01555,50,26,287899.39,1,1,2,112,At Risk
C01556,10,30,302177.11,4,2,3,423,New
C01557,58,39,384260.86,1,4,4,144,Regular
C01558,11,26,182353.84,4,1,1,411,New
C01559,42,30,215809.09,1,2,1,121,At Risk
C01560,3,36,272549.95,5,3,2,532,Loyal
C01561,82,24,225176.72,1,1,1,111,At Risk
C01562,6,25,303782.86,4,1,3,413,New
C01563,17,35,266854.16,3,3,2,332,Loyal
C01564,27,31,207231.36,2,2,1,221,At Risk
C01565,1,35,320178.16,5,3,3,533,Loyal
C01566,20,41,402926.5,2,5,5,255,Regular
C01567,1,32,297956.4,5,2,3,523,New
C01568,1,32,313280.69,5,2,3,523,New
C01569,5,33,333199.49,5,2,4,524,New
C01570,38,27,309424.76,1,1,3,113,At Risk
C01571,7,31,379312.23,4,2,4,424,New
C01572,9,39,323333.41000000003,4,4,3,443,Loyal
C01573,33,32,318015.82,2,2,3,223,At Risk
C01574,12,37,491746.05,3,4,5,345,Loyal
C01575,3,43,373357.61,5,5,4,554,Champions
C01576,97,25,222680.35,1,1,1,111,At Risk
C01577,11,33,323366.07,4,2,3,423,New
C01578,20,31,258962.3,2,2,2,222,At Risk
C01579,25,23,82037.86,2,1,1,211,At Risk
C01580,36,29,280916.89,1,1,2,112,At Risk
C01581,2,39,332342.84,5,4,3,543,Loyal
C01582,2,29,262254.56,5,1,2,512,New
C01583,6,46,547043.27,4,5,5,455,Champions
C01584,89,35,293167.43,1,3,3,133,Regular
C01585,27,34,392792.16,2,3,5,235,Regular
C01586,22,36,363551.33,2,3,4,234,Regular
C01587,17,40,335518.06,3,5,4,354,Loyal
C01588,7,43,253236.5,4,5,2,452,Loyal
C01589,3,46,561040.57,5,5,5,555,Champions
C01590,35,34,400569.57,1,3,5,135,Regular
C01591,47,36,358044.0,1,3,4,134,Regular
C01592,41,42,475712.04,1,5,5,155,Regular
C01593,1,35,279402.95,5,3,2,532,Loyal
C01594,7,27,174551.84999999998,4,1,1,411,New
C01595,26,34,439007.72000000003,2,3,5,235,Regular
C01596,71,30,199483.99000000002,1,2,1,121,At Risk
C01597,10,24,221900.03,4,1,1,411,New
C01598,20,34,379728.98,2,3,4,234,Regular
C01599,17,36,285475.0,3,3,2,332,Loyal
C01600,23,36,348792.23,2,3,4,234,Regular
C01601,6,37,363640.61,4,4,4,444,Champions
C01602,45,38,276607.2,1,4,2,142,Regular
C01603,10,40,404758.87,4,5,5,455,Champions
C01604,7,42,472083.97,4,5,5,455,Champions
C01605,13,35,274943.14,3,3,2,332,Loyal
C01606,5,30,249346.74,5,2,2,522,New
C01607,10,35,362187.45,4,3,4,434,Loyal
C01608,11,37,262125.5,4,4,2,442,Loyal
C01609,33,40,353839.51,2,5,4,254,Regular
C01610,15,36,340190.55,3,3,4,334,Loyal
C01611,2,43,283074.66,5,5,2,552,Loyal
C01612,98,37,388352.95,1,4,4,144,Regular
C01613,13,34,389619.7,3,3,4,334,Loyal
C01614,37,31,375683.41000000003,1,2,4,124,At Risk
C01615,13,26,137759.29,3,1,1,311,Regular
C01616,10,36,278375.85,4,3,2,432,Loyal
C01617,69,36,294876.33,1,3,3,133,Regular
C01618,58,33,277778.79,1,2,2,122,At Risk
C01619,5,40,263368.45,5,5,2,552,Loyal
C01620,5,28,287897.77,5,1,2,512,New
C01621,32,30,249736.25,2,2,2,222,At Risk
C01622,3,35,287203.96,5,3,2,532,Loyal
C01623,24,25,225580.91,2,1,1,211,At Risk
C01624,3,33,351833.74,5,2,4,524,New
C01625,33,36,478743.15,2,3,5,235,Regular
C01626,5,33,281819.8,5,2,2,522,New
C01627,13,38,432812.56,3,4,5,345,Loyal
C01628,4,40,370786.51,5,5,4,554,Champions
C01629,7,29,316550.16,4,1,3,413,New
C01630,18,43,519744.39,3,5,5,355,Loyal
C01631,63,39,371560.02,1,4,4,144,Regular
C01632,3,19,143198.93,5,1,1,511,New
C01633,1,30,170201.88,5,2,1,521,New
C01634,21,46,334707.88,2,5,4,254,Regular
C01635,6,42,397967.96,4,5,5,455,Champions
C01636,16,43,442961.72,3,5,5,355,Loyal
C01637,8,29,148047.83,4,1,1,411,New
C01638,15,50,383202.66,3,5,4,354,Loyal
C01639,19,42,252619.16,3,5,2,352,Loyal
C01640,12,36,311501.58,3,3,3,333,Loyal
C01641,40,38,279689.49,1,4,2,142,Regular
C01642,19,31,399677.04,3,2,5,325,Regular
C01643,4,33,199578.15,5,2,1,521,New
C01644,31,43,331677.13,2,5,3,253,Regular
C01645,13,36,305232.82,3,3,3,333,Loyal
C01646,21,39,272580.33,2,4,2,242,Regular
C01647,45,31,286851.25,1,2,2,122,At Risk
