customer_id,age,gender,city,occupation,annual_income,card_type,credit_limit,join_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,avg_txn_value,total_spend,credit_utilization,clv_simple,is_outlier_spend,cluster,cluster_label,credit_risk
C01007,48,F,Bangalore,Retired,101291.84,Platinum,500000,2021-04-18,21,38,384386.74,2,4,4,244,Regular,10115.44052631579,384386.74,0.76877348,768773.48,False,1,Premium,Medium Risk
C01008,59,M,Ahmedabad,Salaried,110872.06,Silver,100000,2021-10-06,45,27,190980.41,1,1,1,111,At Risk,7073.348518518519,190980.41,1.0,381960.82,False,2,Low Value,High Risk
C01009,47,M,Ahmedabad,Salaried,41047.01,Gold,250000,2022-06-15,23,43,420174.68,2,5,5,255,Regular,9771.504186046512,420174.68,1.0,840349.36,False,1,Premium,High Risk
C01010,62,F,Mumbai,Student,80772.35,Gold,250000,2023-05-19,52,45,544034.31,1,5,5,155,Regular,12089.651333333335,544034.31,1.0,1088068.62,False,1,Premium,High Risk
C01011,37,M,Jaipur,Self Employed,78934.18,Silver,100000,2023-04-23,25,41,475219.65,2,5,5,255,Regular,11590.723170731708,475219.65,1.0,950439.3,False,1,Premium,High Risk
C01012,51,M,Jaipur,Salaried,133078.07,Gold,250000,2022-09-17,33,33,227528.34,2,2,1,221,At Risk,6894.798181818182,227528.34,0.91011336,455056.68,False,2,Low Value,High Risk
C01013,32,F,Chennai,Salaried,92183.9,Platinum,500000,2020-06-01,26,29,261411.65,2,1,2,212,At Risk,9014.194827586207,261411.65,0.5228233,522823.3,False,0,Mid Value,Medium Risk
C01014,58,M,Mumbai,Salaried,95925.42,Gold,250000,2022-06-26,17,54,482399.8,3,5,5,355,Loyal,8933.32962962963,482399.8,1.0,964799.6000000001,False,1,Premium,High Risk
C01015,45,F,Kolkata,Self Employed,88285.78,Platinum,500000,2020-01-29,9,40,441866.48,4,4,5,445,Champions,11046.662,441866.48,0.88373296,883732.96,False,1,Premium,High Risk
C01016,40,F,Pune,Salaried,23338.79,Gold,250000,2020-10-10,120,26,186969.36,1,1,1,111,At Risk,7191.12923076923,186969.36,0.7478774399999999,373938.72,False,3,High Value,Medium Risk
C01017,28,M,Pune,Business Owner,98688.85,Signature,1000000,2022-02-01,29,38,366096.17,2,4,4,244,Regular,9634.109736842105,366096.17,0.36609617,732192.34,False,0,Mid Value,Low Risk
C01018,27,M,Ahmedabad,Salaried,139740.2,Silver,100000,2021-10-10,41,20,76039.44,1,1,1,111,At Risk,3801.972,76039.44,0.7603944,152078.88,True,2,Low Value,Medium Risk
C01019,45,M,Delhi,Retired,42160.19,Gold,250000,2022-02-10,2,33,246638.83000000002,5,2,2,522,New,7473.90393939394,246638.83000000002,0.98655532,493277.66000000003,False,2,Low Value,High Risk
C01020,55,F,Delhi,Self Employed,92843.97,Platinum,500000,2024-04-21,40,37,328002.18,1,4,3,143,Regular,8864.923783783783,328002.18,0.65600436,656004.3599999999,False,0,Mid Value,Medium Risk
C01021,43,F,Mumbai,Self Employed,61958.17,Platinum,500000,2020-05-03,1,37,298088.91,5,4,3,543,Loyal,8056.457027027026,298088.91,0.59617782,596177.82,False,0,Mid Value,Medium Risk
C01022,37,F,Ahmedabad,Business Owner,25726.27,Silver,100000,2024-05-27,39,39,312136.55,1,4,3,143,Regular,8003.501282051282,312136.55,1.0,624273.1,False,2,Low Value,High Risk
C01023,38,M,Mumbai,Business Owner,35145.67,Signature,1000000,2021-02-22,5,32,326513.59,5,2,3,523,New,10203.5496875,326513.59,0.32651359,653027.18,False,0,Mid Value,Low Risk
C01024,63,M,Lucknow,Self Employed,18114.93,Gold,250000,2020-11-19,1,40,397512.83,5,4,5,545,Champions,9937.82075,397512.83,1.0,795025.66,False,1,Premium,High Risk
C01025,21,M,Lucknow,Self Employed,38096.1,Platinum,500000,2019-11-07,48,28,354786.83999999997,1,1,4,114,At Risk,12670.95857142857,354786.83999999997,0.70957368,709573.6799999999,False,3,High Value,Medium Risk
C01026,50,M,Jaipur,Salaried,15000.0,Gold,250000,2021-08-24,20,44,258920.43,2,5,2,252,Regular,5884.555227272727,258920.43,1.0,517840.86,False,2,Low Value,High Risk
C01027,24,M,Delhi,Student,74487.94,Platinum,500000,2019-08-17,5,35,266205.68,5,3,2,532,Loyal,7605.876571428571,266205.68,0.53241136,532411.36,False,0,Mid Value,Medium Risk
C01028,27,M,Mumbai,Salaried,72934.82,Silver,100000,2021-09-15,19,27,280284.76,3,1,2,312,Regular,10380.917037037038,280284.76,1.0,560569.52,False,2,Low Value,High Risk
C01029,31,M,Kolkata,Retired,92324.43,Gold,250000,2021-10-17,52,32,343991.61,1,2,4,124,At Risk,10749.7378125,343991.61,1.0,687983.22,False,3,High Value,High Risk
C01030,64,M,Kolkata,Business Owner,111596.2,Platinum,500000,2021-08-24,2,33,256602.17,5,2,2,522,New,7775.823333333334,256602.17,0.51320434,513204.34,False,0,Mid Value,Medium Risk
C01031,31,M,Mumbai,Business Owner,66271.43,Gold,250000,2023-08-20,62,26,214497.46,1,1,1,111,At Risk,8249.902307692308,214497.46,0.85798984,428994.92,False,3,High Value,High Risk
C01032,26,M,Hyderabad,Retired,63658.47,Platinum,500000,2019-06-14,3,39,340133.86,5,4,4,544,Champions,8721.381025641025,340133.86,0.68026772,680267.72,False,1,Premium,Medium Risk
C01033,53,F,Delhi,Business Owner,74120.57,Silver,100000,2019-04-02,8,33,306477.16000000003,4,2,3,423,New,9287.186666666668,306477.16000000003,1.0,612954.3200000001,False,2,Low Value,High Risk
C01034,40,F,Delhi,Salaried,157545.21,Silver,100000,2023-09-27,9,30,414208.14,4,1,5,415,New,13806.938,414208.14,1.0,828416.28,False,1,Premium,High Risk
C01035,49,M,Hyderabad,Self Employed,88863.06,Gold,250000,2023-03-13,15,31,271450.62,3,2,2,322,Regular,8756.471612903226,271450.62,1.0,542901.24,False,2,Low Value,High Risk
C01036,24,M,Pune,Salaried,59278.87,Gold,250000,2020-05-14,22,36,303146.75,2,3,3,233,Regular,8420.743055555555,303146.75,1.0,606293.5,False,2,Low Value,High Risk
C01037,45,F,Kolkata,Retired,79776.5,Gold,250000,2021-12-15,9,40,387274.7,4,4,4,444,Champions,9681.8675,387274.7,1.0,774549.4,False,1,Premium,High Risk
C01038,36,M,Ahmedabad,Business Owner,118625.21,Silver,100000,2020-02-17,24,33,193889.35,2,2,1,221,At Risk,5875.434848484849,193889.35,1.0,387778.7,False,2,Low Value,High Risk
C01039,39,F,Kolkata,Salaried,77632.79,Gold,250000,2022-01-19,80,27,212490.03,1,1,1,111,At Risk,7870.001111111111,212490.03,0.84996012,424980.06,False,3,High Value,High Risk
C01040,47,M,Bangalore,Student,51346.92,Gold,250000,2024-02-13,13,31,386535.93,3,2,4,324,Regular,12468.900967741934,386535.93,1.0,773071.86,False,1,Premium,High Risk
C01041,50,F,Delhi,Salaried,93614.16,Silver,100000,2023-09-04,54,26,318471.64999999997,1,1,3,113,At Risk,12248.909615384615,318471.64999999997,1.0,636943.2999999999,False,3,High Value,High Risk
C01042,41,M,Jaipur,Business Owner,63668.78,Gold,250000,2024-02-19,35,42,323292.63,1,5,3,153,Regular,7697.443571428572,323292.63,1.0,646585.26,False,2,Low Value,High Risk
C01043,30,M,Hyderabad,Salaried,92603.01,Platinum,500000,2021-08-29,27,27,288829.78,2,1,2,212,At Risk,10697.39925925926,288829.78,0.5776595600000001,577659.56,False,0,Mid Value,Medium Risk
C01044,57,M,Jaipur,Salaried,52858.85,Silver,100000,2020-01-25,16,33,352422.04,3,2,4,324,Regular,10679.455757575757,352422.04,1.0,704844.08,False,1,Premium,High Risk
C01045,35,F,Bangalore,Business Owner,123543.25,Silver,100000,2019-09-10,11,44,457510.95,4,5,5,455,Champions,10397.976136363637,457510.95,1.0,915021.9,False,1,Premium,High Risk
C01046,56,F,Lucknow,Self Employed,70403.51,Silver,100000,2024-05-11,43,31,327243.86,1,2,3,123,At Risk,10556.253548387096,327243.86,1.0,654487.72,False,3,High Value,High Risk
C01047,27,F,Ahmedabad,Salaried,38319.08,Gold,250000,2022-03-15,85,20,206884.61,1,1,1,111,At Risk,10344.2305,206884.61,0.82753844,413769.22,False,3,High Value,High Risk
C01048,51,M,Pune,Salaried,62291.65,Gold,250000,2023-12-07,8,41,293835.26,4,5,3,453,Loyal,7166.713658536585,293835.26,1.0,587670.52,False,2,Low Value,High Risk
C01049,63,M,Lucknow,Salaried,99161.71,Silver,100000,2023-12-12,3,36,323206.7,5,3,3,533,Loyal,8977.96388888889,323206.7,1.0,646413.4,False,2,Low Value,High Risk
C01050,27,M,Ahmedabad,Salaried,69600.86,Silver,100000,2020-08-16,15,34,316564.55,3,3,3,333,Loyal,9310.722058823529,316564.55,1.0,633129.1,False,2,Low Value,High Risk
C01051,40,F,Delhi,Business Owner,24188.77,Silver,100000,2021-03-20,15,34,279444.98,3,3,2,332,Loyal,8218.97,279444.98,1.0,558889.96,False,2,Low Value,High Risk
C01052,21,F,Hyderabad,Salaried,54896.13,Platinum,500000,2022-05-21,27,34,244679.72,2,3,2,232,Regular,7196.4623529411765,244679.72,0.48935944,489359.44,False,0,Mid Value,Low Risk
C01053,24,M,Ahmedabad,Student,105732.58,Silver,100000,2022-08-02,37,34,269837.16,1,3,2,132,Regular,7936.387058823529,269837.16,1.0,539674.32,False,2,Low Value,High Risk
C01054,25,M,Ahmedabad,Business Owner,45441.85,Silver,100000,2021-08-13,52,43,462251.46,1,5,5,155,Regular,10750.033953488373,462251.46,1.0,924502.9200000002,False,1,Premium,High Risk
C01055,46,F,Lucknow,Salaried,80552.98,Silver,100000,2023-04-14,12,38,360031.63,3,4,4,344,Loyal,9474.516578947369,360031.63,1.0,720063.26,False,1,Premium,High Risk
C01056,62,M,Lucknow,Self Employed,85714.22,Gold,250000,2021-07-27,4,36,318781.73,5,3,3,533,Loyal,8855.048055555555,318781.73,1.0,637563.46,False,2,Low Value,High Risk
C01057,34,F,Bangalore,Salaried,21102.72,Silver,100000,2020-03-01,4,36,265453.77,5,3,2,532,Loyal,7373.715833333334,265453.77,1.0,530907.54,False,2,Low Value,High Risk
C01058,62,M,Hyderabad,Salaried,50857.25,Silver,100000,2020-10-31,44,37,440956.02,1,4,5,145,Regular,11917.730270270271,440956.02,1.0,881912.04,False,1,Premium,High Risk
C01059,29,M,Chennai,Salaried,102734.47,Platinum,500000,2019-12-06,2,29,426051.91,5,1,5,515,New,14691.445172413793,426051.91,0.85210382,852103.82,False,1,Premium,High Risk
C01060,24,M,Lucknow,Student,61277.88,Gold,250000,2019-05-30,24,48,376410.41,2,5,4,254,Regular,7841.883541666666,376410.41,1.0,752820.82,False,1,Premium,High Risk
C01061,29,M,Delhi,Student,84270.88,Silver,100000,2020-04-08,12,38,488737.33999999997,3,4,5,345,Loyal,12861.50894736842,488737.33999999997,1.0,977474.6799999999,False,1,Premium,High Risk
C01062,59,M,Lucknow,Self Employed,45952.78,Platinum,500000,2019-06-14,32,35,310100.41,2,3,3,233,Regular,8860.011714285714,310100.41,0.62020082,620200.82,False,0,Mid Value,Medium Risk
C01063,28,M,Ahmedabad,Salaried,64594.58,Silver,100000,2020-05-19,24,34,227557.07,2,3,1,231,Regular,6692.8550000000005,227557.07,1.0,455114.14,False,2,Low Value,High Risk
C01064,24,M,Ahmedabad,Retired,111144.24,Platinum,500000,2024-06-19,8,29,220483.53,4,1,1,411,New,7602.880344827586,220483.53,0.44096706,440967.06,False,0,Mid Value,Low Risk
C01065,53,F,Lucknow,Self Employed,91840.24,Gold,250000,2023-07-19,17,26,234313.7,3,1,1,311,Regular,9012.065384615385,234313.7,0.9372548,468627.4,False,2,Low Value,High Risk
C01066,35,M,Pune,Business Owner,89902.84,Signature,1000000,2024-02-04,35,34,258338.72,1,3,2,132,Regular,7598.197647058823,258338.72,0.25833872,516677.44,False,0,Mid Value,Low Risk
C01067,43,M,Delhi,Business Owner,106764.12,Gold,250000,2022-04-29,29,24,261176.15,2,1,2,212,At Risk,10882.339583333332,261176.15,1.0,522352.29999999993,False,3,High Value,High Risk
C01068,26,F,Lucknow,Retired,64497.7,Silver,100000,2021-09-20,34,35,265761.88,2,3,2,232,Regular,7593.196571428572,265761.88,1.0,531523.76,False,2,Low Value,High Risk
C01069,56,F,Pune,Business Owner,26138.99,Silver,100000,2023-06-09,2,32,334117.15,5,2,4,524,New,10441.1609375,334117.15,1.0,668234.3,False,2,Low Value,High Risk
C01070,60,M,Mumbai,Business Owner,90605.86,Silver,100000,2022-01-29,9,30,246399.27,4,1,2,412,New,8213.309,246399.27,1.0,492798.54,False,2,Low Value,High Risk
C01071,59,M,Chennai,Student,61755.93,Gold,250000,2021-06-18,13,31,342583.95,3,2,4,324,Regular,11051.095161290323,342583.95,1.0,685167.9,False,1,Premium,High Risk
C01072,61,F,Mumbai,Salaried,15000.0,Signature,1000000,2019-04-20,26,34,212665.16999999998,2,3,1,231,Regular,6254.85794117647,212665.16999999998,0.21266517,425330.33999999997,False,0,Mid Value,Low Risk
C01073,30,M,Hyderabad,Salaried,45126.72,Silver,100000,2020-08-14,3,41,335967.25,5,5,4,554,Champions,8194.323170731708,335967.25,1.0,671934.5000000001,False,2,Low Value,High Risk
C01074,63,M,Lucknow,Salaried,21857.35,Silver,100000,2024-03-04,41,40,524352.6900000001,1,4,5,145,Regular,13108.817250000002,524352.6900000001,1.0,1048705.3800000001,False,1,Premium,High Risk
C01075,51,M,Delhi,Self Employed,77564.67,Silver,100000,2020-12-10,6,34,330604.44,4,3,3,433,Loyal,9723.66,330604.44,1.0,661208.88,False,2,Low Value,High Risk
C01076,29,M,Pune,Retired,107830.42,Gold,250000,2024-04-04,5,37,321553.17,5,4,3,543,Loyal,8690.626216216217,321553.17,1.0,643106.3400000001,False,2,Low Value,High Risk
C01077,23,F,Pune,Salaried,65288.9,Gold,250000,2019-02-12,10,32,288355.0,4,2,2,422,New,9011.09375,288355.0,1.0,576710.0,False,2,Low Value,High Risk
C01078,22,M,Delhi,Salaried,125602.32,Silver,100000,2023-04-17,12,40,288420.49,3,4,2,342,Loyal,7210.51225,288420.49,1.0,576840.98,False,2,Low Value,High Risk
C01079,33,M,Pune,Business Owner,22771.08,Signature,1000000,2022-09-10,18,24,185205.84,3,1,1,311,Regular,7716.91,185205.84,0.18520583999999998,370411.68,False,0,Mid Value,Low Risk
C01080,63,F,Mumbai,Salaried,39981.93,Signature,1000000,2021-02-27,11,37,330501.78,4,4,3,443,Loyal,8932.48054054054,330501.78,0.33050178,661003.5599999999,False,0,Mid Value,Low Risk
C01081,46,M,Pune,Salaried,15000.0,Platinum,500000,2021-01-28,42,25,211458.30000000002,1,1,1,111,At Risk,8458.332,211458.30000000002,0.42291660000000003,422916.60000000003,False,0,Mid Value,Low Risk
C01082,46,F,Bangalore,Salaried,75315.2,Gold,250000,2022-10-14,18,29,320143.27,3,1,3,313,Regular,11039.423103448276,320143.27,1.0,640286.54,False,2,Low Value,High Risk
C01083,49,M,Ahmedabad,Retired,27668.3,Signature,1000000,2022-02-25,13,27,231133.38,3,1,1,311,Regular,8560.495555555555,231133.38,0.23113338,462266.76,False,0,Mid Value,Low Risk
C01084,39,M,Hyderabad,Self Employed,94094.64,Platinum,500000,2022-12-20,4,47,440694.13,5,5,5,555,Champions,9376.47085106383,440694.13,0.88138826,881388.26,False,1,Premium,High Risk
C01085,45,M,Kolkata,Salaried,79166.93,Signature,1000000,2022-12-13,57,37,369873.05,1,4,4,144,Regular,9996.568918918918,369873.05,0.36987305,739746.1,False,0,Mid Value,Low Risk
C01086,54,M,Pune,Salaried,32385.86,Platinum,500000,2019-10-24,34,37,374577.03,2,4,4,244,Regular,10123.703513513514,374577.03,0.7491540600000001,749154.06,False,1,Premium,Medium Risk
C01087,60,M,Delhi,Salaried,104758.31,Silver,100000,2019-09-27,22,39,323880.17,2,4,3,243,Regular,8304.619743589743,323880.17,1.0,647760.34,False,2,Low Value,High Risk
C01088,22,F,Mumbai,Student,73496.87,Gold,250000,2023-09-01,8,38,342805.21,4,4,4,444,Champions,9021.189736842105,342805.21,1.0,685610.4199999999,False,1,Premium,High Risk
C01089,34,F,Mumbai,Salaried,98917.21,Platinum,500000,2023-09-02,3,33,423410.22,5,2,5,525,New,12830.612727272726,423410.22,0.8468204399999999,846820.44,False,1,Premium,High Risk
C01090,39,F,Bangalore,Self Employed,69397.04,Platinum,500000,2022-03-05,13,47,406954.08,3,5,5,355,Loyal,8658.597446808511,406954.08,0.81390816,813908.16,False,1,Premium,High Risk
C01091,42,F,Kolkata,Salaried,90637.99,Platinum,500000,2020-12-02,40,32,296915.94,1,2,3,123,At Risk,9278.623125,296915.94,0.59383188,593831.88,False,0,Mid Value,Medium Risk
C01092,40,M,Chennai,Salaried,51610.5,Silver,100000,2023-09-07,17,38,440174.43,3,4,5,345,Loyal,11583.537631578947,440174.43,1.0,880348.86,False,1,Premium,High Risk
C01093,47,M,Kolkata,Student,42114.01,Platinum,500000,2020-07-13,9,35,395813.68,4,3,5,435,Loyal,11308.962285714286,395813.68,0.79162736,791627.36,False,1,Premium,Medium Risk
C01094,24,M,Jaipur,Self Employed,72169.07,Gold,250000,2020-01-16,109,30,118665.12,1,1,1,111,At Risk,3955.504,118665.12,0.47466048,237330.24,False,3,High Value,Low Risk
C01095,46,M,Delhi,Business Owner,51140.37,Gold,250000,2022-07-22,19,33,288134.01,3,2,2,322,Regular,8731.333636363637,288134.01,1.0,576268.02,False,2,Low Value,High Risk
C01096,48,F,Lucknow,Business Owner,61674.59,Platinum,500000,2023-12-07,8,39,213230.81,4,4,1,441,Loyal,5467.456666666667,213230.81,0.42646162,426461.62,False,0,Mid Value,Low Risk
C01097,34,F,Mumbai,Salaried,60199.8,Gold,250000,2021-07-01,27,37,301630.45,2,4,3,243,Regular,8152.1743243243245,301630.45,1.0,603260.9,False,2,Low Value,High Risk
C01098,63,M,Chennai,Salaried,73742.56,Gold,250000,2021-10-23,13,32,335437.0,3,2,4,324,Regular,10482.40625,335437.0,1.0,670874.0,False,1,Premium,High Risk
C01099,36,M,Delhi,Retired,20437.1,Gold,250000,2020-07-14,53,40,322401.21,1,5,3,153,Regular,8060.030250000001,322401.21,1.0,644802.42,False,3,High Value,High Risk
C01100,32,M,Hyderabad,Student,49342.22,Gold,250000,2022-07-02,10,37,236783.69,4,4,1,441,Loyal,6399.559189189189,236783.69,0.94713476,473567.38,False,2,Low Value,High Risk
C01101,53,F,Pune,Business Owner,61858.98,Silver,100000,2021-01-15,15,39,329769.29,3,4,3,343,Loyal,8455.622820512819,329769.29,1.0,659538.5799999998,False,2,Low Value,High Risk
C01102,64,M,Chennai,Self Employed,103299.32,Gold,250000,2021-01-04,6,37,265062.12,4,4,2,442,Loyal,7163.841081081081,265062.12,1.0,530124.24,False,2,Low Value,High Risk
C01103,39,M,Jaipur,Salaried,74962.11,Signature,1000000,2020-07-11,86,33,354655.27,1,2,4,124,At Risk,10747.129393939395,354655.27,0.35465527,709310.54,False,3,High Value,Low Risk
C01104,45,M,Chennai,Student,28539.47,Platinum,500000,2019-09-03,88,31,359173.67,1,2,4,124,At Risk,11586.247419354839,359173.67,0.71834734,718347.34,False,3,High Value,Medium Risk
C01105,21,M,Mumbai,Retired,63186.82,Signature,1000000,2023-10-12,87,39,248121.13999999998,1,4,2,142,Regular,6362.080512820512,248121.13999999998,0.24812114,496242.2799999999,False,3,High Value,Low Risk
C01106,59,F,Delhi,Salaried,65747.27,Gold,250000,2020-12-31,24,32,282143.79,2,2,2,222,At Risk,8816.9934375,282143.79,1.0,564287.58,False,2,Low Value,High Risk
C01107,39,M,Chennai,Salaried,32813.13,Gold,250000,2021-05-18,12,37,306559.33,3,4,3,343,Loyal,8285.387297297299,306559.33,1.0,613118.6600000001,False,2,Low Value,High Risk
C01108,29,F,Hyderabad,Business Owner,24913.88,Platinum,500000,2022-04-05,4,31,306519.45,5,2,3,523,New,9887.724193548387,306519.45,0.6130389,613038.9,False,0,Mid Value,Medium Risk
C01109,41,F,Ahmedabad,Salaried,92507.54,Silver,100000,2021-12-10,5,37,236221.3,5,4,1,541,Loyal,6384.359459459459,236221.3,1.0,472442.6,False,2,Low Value,High Risk
C01110,35,F,Ahmedabad,Salaried,44508.9,Silver,100000,2023-07-04,25,26,257249.42,2,1,2,212,At Risk,9894.208461538463,257249.42,1.0,514498.8400000001,False,2,Low Value,High Risk
C01111,61,F,Mumbai,Retired,89419.98,Gold,250000,2019-12-30,40,34,341045.01,1,3,4,134,Regular,10030.735588235295,341045.01,1.0,682090.02,False,3,High Value,High Risk
C01112,57,F,Jaipur,Business Owner,21163.42,Platinum,500000,2020-06-20,1,44,412898.96,5,5,5,555,Champions,9384.067272727274,412898.96,0.8257979200000001,825797.9200000002,False,1,Premium,High Risk
C01113,29,M,Ahmedabad,Student,113537.64,Silver,100000,2022-07-04,13,34,251473.43,3,3,2,332,Loyal,7396.277352941176,251473.43,1.0,502946.86,False,2,Low Value,High Risk
C01114,61,M,Mumbai,Student,47817.57,Signature,1000000,2022-07-26,25,36,322848.94,2,3,3,233,Regular,8968.02611111111,322848.94,0.32284894000000003,645697.8799999999,False,0,Mid Value,Low Risk
C01115,22,M,Ahmedabad,Business Owner,81946.63,Signature,1000000,2022-11-24,10,31,237957.96,4,2,1,421,New,7676.063225806452,237957.96,0.23795796,475915.92,False,0,Mid Value,Low Risk
C01116,35,M,Lucknow,Salaried,62435.4,Silver,100000,2022-12-12,8,28,266790.85,4,1,2,412,New,9528.244642857142,266790.85,1.0,533581.7,False,2,Low Value,High Risk
C01117,28,F,Chennai,Business Owner,129272.08,Silver,100000,2019-12-28,31,30,382419.59,2,1,4,214,At Risk,12747.319666666668,382419.59,1.0,764839.18,False,1,Premium,High Risk
C01118,52,F,Hyderabad,Salaried,37487.94,Platinum,500000,2019-12-12,67,35,405088.18,1,3,5,135,Regular,11573.948,405088.18,0.81017636,810176.36,False,3,High Value,High Risk
C01119,35,F,Pune,Salaried,15000.0,Silver,100000,2023-11-08,59,36,307601.42,1,3,3,133,Regular,8544.483888888888,307601.42,1.0,615202.84,False,3,High Value,High Risk
C01120,61,F,Delhi,Salaried,59065.43,Signature,1000000,2020-08-07,19,43,490161.12,3,5,5,355,Loyal,11399.095813953489,490161.12,0.49016112,980322.24,False,1,Premium,Low Risk
C01121,64,M,Delhi,Retired,36868.6,Platinum,500000,2022-12-25,74,31,175391.66,1,2,1,121,At Risk,5657.7954838709675,175391.66,0.35078332,350783.32,False,3,High Value,Low Risk
C01122,32,F,Pune,Salaried,34933.03,Silver,100000,2021-07-28,4,44,502501.29,5,5,5,555,Champions,11420.483863636364,502501.29,1.0,1005002.5800000001,False,1,Premium,High Risk
C01123,51,M,Kolkata,Retired,133001.44,Gold,250000,2019-09-10,54,35,283058.77,1,3,2,132,Regular,8087.3934285714295,283058.77,1.0,566117.54,False,3,High Value,High Risk
C01124,63,F,Chennai,Salaried,64642.1,Silver,100000,2024-01-18,29,34,312746.86,2,3,3,233,Regular,9198.437058823529,312746.86,1.0,625493.72,False,2,Low Value,High Risk
C01125,59,M,Pune,Student,89785.94,Signature,1000000,2019-11-13,5,39,313797.34,5,4,3,543,Loyal,8046.085641025642,313797.34,0.31379734000000004,627594.68,False,0,Mid Value,Low Risk
C01126,46,M,Jaipur,Salaried,122995.35,Gold,250000,2023-04-01,1,43,323411.5,5,5,3,553,Loyal,7521.197674418605,323411.5,1.0,646823.0,False,2,Low Value,High Risk
C01127,63,M,Pune,Self Employed,79575.0,Gold,250000,2019-01-30,77,35,368690.15,1,3,4,134,Regular,10534.004285714287,368690.15,1.0,737380.3,False,3,High Value,High Risk
C01128,29,M,Bangalore,Self Employed,75870.17,Signature,1000000,2021-06-23,43,28,198902.90000000002,1,1,1,111,At Risk,7103.675000000001,198902.90000000002,0.19890290000000002,397805.80000000005,False,0,Mid Value,Low Risk
C01129,41,F,Pune,Business Owner,47785.3,Signature,1000000,2022-04-01,94,27,302323.77,1,1,3,113,At Risk,11197.176666666668,302323.77,0.30232377,604647.54,False,3,High Value,Low Risk
C01130,41,F,Kolkata,Student,95944.73,Gold,250000,2022-12-30,14,39,267664.33,3,4,2,342,Loyal,6863.187948717949,267664.33,1.0,535328.66,False,2,Low Value,High Risk
C01131,35,M,Chennai,Self Employed,72245.84,Gold,250000,2019-09-01,2,34,265387.91,5,3,2,532,Loyal,7805.526764705882,265387.91,1.0,530775.82,False,2,Low Value,High Risk
C01132,46,F,Jaipur,Business Owner,109558.54,Platinum,500000,2023-07-19,17,30,248790.87,3,2,2,322,Regular,8293.029,248790.87,0.49758174,497581.74000000005,False,0,Mid Value,Low Risk
C01133,26,F,Bangalore,Student,45507.93,Signature,1000000,2019-10-26,16,35,311295.13,3,3,3,333,Loyal,8894.146571428571,311295.13,0.31129513000000003,622590.26,False,0,Mid Value,Low Risk
C01134,39,F,Ahmedabad,Business Owner,98007.51,Silver,100000,2023-09-05,53,33,373246.77,1,2,4,124,At Risk,11310.508181818182,373246.77,1.0,746493.54,False,3,High Value,High Risk
C01135,56,M,Chennai,Salaried,22388.99,Gold,250000,2023-05-16,2,29,246333.45,5,1,2,512,New,8494.256896551724,246333.45,0.9853338,492666.89999999997,False,2,Low Value,High Risk
C01136,51,M,Delhi,Salaried,70257.64,Gold,250000,2021-02-08,2,37,356259.1,5,4,4,544,Champions,9628.624324324324,356259.1,1.0,712518.2,False,1,Premium,High Risk
C01137,28,F,Bangalore,Business Owner,50766.57,Gold,250000,2022-04-27,14,19,96179.25,3,1,1,311,Regular,5062.065789473684,96179.25,0.384717,192358.5,False,0,Mid Value,Low Risk
C01138,61,F,Mumbai,Self Employed,154729.92,Silver,100000,2019-09-28,22,40,324001.83,2,5,3,253,Regular,8100.04575,324001.83,1.0,648003.66,False,2,Low Value,High Risk
C01139,46,M,Chennai,Self Employed,62656.6,Gold,250000,2023-10-25,5,30,312252.67,5,2,3,523,New,10408.422333333332,312252.67,1.0,624505.34,False,2,Low Value,High Risk
C01140,44,M,Ahmedabad,Student,84750.06,Signature,1000000,2021-11-12,18,35,205672.53,3,3,1,331,Loyal,5876.358,205672.53,0.20567253,411345.06,False,0,Mid Value,Low Risk
C01141,61,M,Jaipur,Retired,105377.78,Platinum,500000,2019-09-01,22,40,342602.02999999997,2,5,4,254,Regular,8565.050749999999,342602.02999999997,0.6852040599999999,685204.0599999998,False,1,Premium,Medium Risk
C01142,33,F,Ahmedabad,Student,130080.48,Silver,100000,2019-12-31,4,44,432997.58999999997,5,5,5,555,Champions,9840.854318181817,432997.58999999997,1.0,865995.1799999999,False,1,Premium,High Risk
C01143,62,M,Jaipur,Business Owner,65131.53,Gold,250000,2019-05-04,16,34,292963.3,3,3,3,333,Loyal,8616.567647058822,292963.3,1.0,585926.5999999999,False,2,Low Value,High Risk
C01144,34,F,Hyderabad,Business Owner,69239.58,Gold,250000,2021-06-29,37,38,297248.19,1,4,3,143,Regular,7822.320789473684,297248.19,1.0,594496.38,False,2,Low Value,High Risk
C01145,44,M,Jaipur,Retired,95702.12,Silver,100000,2024-03-26,3,31,308272.01,5,2,3,523,New,9944.258387096774,308272.01,1.0,616544.02,False,2,Low Value,High Risk
C01146,42,F,Chennai,Retired,81941.45,Gold,250000,2019-07-06,38,32,281061.69,1,2,2,122,At Risk,8783.1778125,281061.69,1.0,562123.38,False,2,Low Value,High Risk
C01147,46,F,Pune,Salaried,56983.8,Silver,100000,2019-03-11,15,41,465083.94,3,5,5,355,Loyal,11343.510731707318,465083.94,1.0,930167.8800000001,False,1,Premium,High Risk
C01148,51,M,Chennai,Business Owner,121664.65,Silver,100000,2023-09-07,58,28,320225.22,1,1,3,113,At Risk,11436.615,320225.22,1.0,640450.44,False,3,High Value,High Risk
