transaction_id,customer_id,merchant_id,merchant_category,transaction_date,amount
T0044092,C01263,M0106,Healthcare,2024-10-05,8423.99
T0044093,C01263,M0135,Entertainment,2024-03-26,2510.89
T0044094,C01263,M0013,Groceries,2024-09-26,848.2
T0044095,C01263,M0074,Electronics,2025-01-20,39750.38
T0044096,C01263,M0146,Online Shopping,2024-10-20,6034.88
T0044097,C01263,M0110,Healthcare,2024-12-29,4676.35
T0044098,C01263,M0138,Online Shopping,2024-10-14,3882.97
T0044099,C01263,M0131,Entertainment,2025-02-09,570.07
T0044100,C01263,M0072,Electronics,2025-08-07,20017.02
T0044101,C01263,M0113,Healthcare,2025-02-21,8021.13
T0044102,C01263,M0051,Travel,2024-11-15,36575.2
T0044103,C01263,M0035,Fuel,2025-06-11,1427.47
T0044104,C01263,M0066,Electronics,2025-05-29,33449.11
T0044105,C01263,M0058,Travel,2025-04-12,17988.12
T0044106,C01264,M0072,Electronics,2024-12-21,43506.57
T0044107,C01264,M0125,Entertainment,2025-12-15,856.58
T0044108,C01264,M0007,Groceries,2024-10-01,705.1
T0044109,C01264,M0093,Bills & Utilities,2024-03-20,5242.33
T0044110,C01264,M0118,Healthcare,2025-06-07,5789.38
T0044111,C01264,M0073,Electronics,2025-08-27,7158.43
T0044112,C01264,M0039,Fuel,2025-03-30,2892.39
T0044113,C01264,M0087,Fashion,2025-10-23,5933.14
T0044114,C01264,M0043,Fuel,2024-02-05,2247.34
T0044115,C01264,M0117,Healthcare,2024-01-03,15629.45
T0044116,C01264,M0146,Online Shopping,2024-09-02,614.6
T0044117,C01264,M0086,Fashion,2025-06-29,8430.35
T0044118,C01264,M0089,Fashion,2025-03-01,7067.31
T0044119,C01264,M0080,Fashion,2025-08-30,1061.91
T0044120,C01264,M0083,Fashion,2024-04-25,13371.85
T0044121,C01264,M0044,Fuel,2024-12-25,1580.34
T0044122,C01264,M0056,Travel,2025-08-28,20738.81
T0044123,C01264,M0113,Healthcare,2024-08-31,18504.23
T0044124,C01264,M0031,Fuel,2025-02-24,3898.01
T0044125,C01264,M0101,Bills & Utilities,2024-11-15,7694.55
T0044126,C01264,M0008,Groceries,2024-03-04,1933.49
T0044127,C01264,M0057,Travel,2025-12-28,35388.55
T0044128,C01264,M0036,Fuel,2025-09-25,3670.07
T0044129,C01264,M0035,Fuel,2025-08-15,2305.03
T0044130,C01264,M0028,Dining,2025-11-11,1099.8
T0044131,C01264,M0032,Fuel,2025-01-02,728.93
T0044132,C01264,M0021,Dining,2024-05-01,610.78
T0044133,C01264,M0136,Online Shopping,2024-11-01,4791.52
T0044134,C01264,M0061,Electronics,2025-05-12,44135.29
T0044135,C01264,M0099,Bills & Utilities,2024-03-02,1903.77
T0044136,C01264,M0064,Electronics,2025-01-08,19332.41
T0044137,C01264,M0146,Online Shopping,2024-08-26,17271.05
T0044138,C01264,M0056,Travel,2024-07-31,3286.51
T0044139,C01264,M0031,Fuel,2024-06-26,747.83
T0044140,C01264,M0124,Entertainment,2024-01-09,359.59
T0044141,C01264,M0149,Online Shopping,2024-05-27,2734.16
T0044142,C01264,M0065,Electronics,2024-06-20,12514.37
T0044143,C01265,M0031,Fuel,2025-08-12,3312.0
T0044144,C01265,M0064,Electronics,2025-07-18,31067.56
T0044145,C01265,M0106,Healthcare,2024-06-01,7266.39
T0044146,C01265,M0083,Fashion,2025-01-07,12369.69
T0044147,C01265,M0140,Online Shopping,2024-10-24,18940.18
T0044148,C01265,M0085,Fashion,2024-06-21,14954.77
T0044149,C01265,M0037,Fuel,2024-09-28,3406.87
T0044150,C01265,M0090,Fashion,2025-08-20,12468.24
T0044151,C01265,M0132,Entertainment,2024-01-20,1017.82
T0044152,C01265,M0082,Fashion,2024-09-28,7861.42
T0044153,C01265,M0009,Groceries,2025-07-05,1529.77
T0044154,C01265,M0087,Fashion,2025-08-18,13161.94
T0044155,C01265,M0145,Online Shopping,2025-01-03,15554.54
T0044156,C01265,M0022,Dining,2024-06-23,1867.13
T0044157,C01265,M0014,Groceries,2025-07-16,283.17
T0044158,C01265,M0072,Electronics,2024-09-02,1211.24
T0044159,C01265,M0045,Fuel,2025-08-17,2681.38
T0044160,C01265,M0087,Fashion,2025-07-06,1062.15
T0044161,C01265,M0051,Travel,2024-03-04,21140.79
T0044162,C01265,M0047,Travel,2025-11-16,16801.59
T0044163,C01265,M0064,Electronics,2024-11-10,24559.64
T0044164,C01265,M0014,Groceries,2024-01-03,1878.46
T0044165,C01266,M0103,Bills & Utilities,2024-01-07,905.38
T0044166,C01266,M0077,Fashion,2024-11-07,4243.21
T0044167,C01266,M0114,Healthcare,2025-11-10,8778.61
T0044168,C01266,M0063,Electronics,2025-02-26,58041.8
T0044169,C01266,M0008,Groceries,2024-12-29,2491.76
T0044170,C01266,M0041,Fuel,2024-07-12,1424.75
T0044171,C01266,M0088,Fashion,2024-12-18,4485.48
T0044172,C01266,M0026,Dining,2024-10-03,2147.56
T0044173,C01266,M0003,Groceries,2024-06-22,732.48
T0044174,C01266,M0119,Healthcare,2025-04-19,7488.04
T0044175,C01266,M0066,Electronics,2024-10-19,30317.51
T0044176,C01266,M0137,Online Shopping,2025-10-18,15195.67
T0044177,C01266,M0098,Bills & Utilities,2025-05-13,4471.41
T0044178,C01266,M0031,Fuel,2024-02-26,3796.86
T0044179,C01266,M0002,Groceries,2025-05-25,811.18
T0044180,C01266,M0137,Online Shopping,2024-04-22,15571.7
T0044181,C01266,M0102,Bills & Utilities,2025-02-13,3025.09
T0044182,C01266,M0050,Travel,2025-01-08,31570.72
T0044183,C01266,M0149,Online Shopping,2024-12-25,6050.92
T0044184,C01266,M0048,Travel,2025-03-19,15332.95
T0044185,C01266,M0117,Healthcare,2025-07-01,4428.34
T0044186,C01266,M0111,Healthcare,2024-04-16,9355.1
T0044187,C01266,M0093,Bills & Utilities,2025-09-17,4246.4
T0044188,C01266,M0032,Fuel,2025-01-01,2533.39
T0044189,C01266,M0148,Online Shopping,2025-02-04,2893.74
T0044190,C01266,M0022,Dining,2024-06-06,1232.07
T0044191,C01266,M0122,Entertainment,2024-05-02,1969.19
T0044192,C01266,M0118,Healthcare,2025-06-19,5833.24
T0044193,C01266,M0025,Dining,2024-07-31,571.61
T0044194,C01267,M0063,Electronics,2024-09-16,55613.22
T0044195,C01267,M0122,Entertainment,2024-08-01,1655.61
T0044196,C01267,M0049,Travel,2024-12-29,2202.12
T0044197,C01267,M0012,Groceries,2025-09-27,2589.18
T0044198,C01267,M0150,Online Shopping,2024-11-22,8779.07
T0044199,C01267,M0150,Online Shopping,2025-12-04,2913.85
T0044200,C01267,M0059,Travel,2025-08-08,15396.68
T0044201,C01267,M0031,Fuel,2025-10-05,3433.08
T0044202,C01267,M0145,Online Shopping,2025-04-26,5304.16
T0044203,C01267,M0077,Fashion,2024-02-05,13849.3
T0044204,C01267,M0010,Groceries,2024-10-07,1488.27
T0044205,C01267,M0119,Healthcare,2025-09-11,1721.92
T0044206,C01267,M0144,Online Shopping,2025-04-21,12473.77
T0044207,C01267,M0093,Bills & Utilities,2024-08-18,3986.26
T0044208,C01267,M0129,Entertainment,2025-02-04,2796.1
T0044209,C01267,M0048,Travel,2024-07-15,11844.13
T0044210,C01267,M0011,Groceries,2025-10-27,2379.63
T0044211,C01267,M0123,Entertainment,2024-10-02,1089.82
T0044212,C01267,M0017,Dining,2024-01-28,2482.75
T0044213,C01267,M0055,Travel,2025-07-23,15783.58
T0044214,C01267,M0095,Bills & Utilities,2025-05-12,2807.06
T0044215,C01267,M0047,Travel,2025-12-23,34318.74
T0044216,C01267,M0065,Electronics,2025-10-30,42439.78
T0044217,C01267,M0026,Dining,2025-01-17,299.2
T0044218,C01267,M0095,Bills & Utilities,2024-01-16,5738.42
T0044219,C01267,M0076,Fashion,2025-12-19,5998.83
T0044220,C01267,M0107,Healthcare,2024-04-03,14714.06
T0044221,C01267,M0042,Fuel,2024-09-24,3009.67
T0044222,C01267,M0004,Groceries,2024-08-22,2642.83
T0044223,C01267,M0108,Healthcare,2025-12-16,12291.7
T0044224,C01267,M0037,Fuel,2024-01-14,1786.21
T0044225,C01268,M0040,Fuel,2024-11-22,1575.38
T0044226,C01268,M0148,Online Shopping,2025-03-18,12063.27
T0044227,C01268,M0125,Entertainment,2024-12-04,2114.73
T0044228,C01268,M0092,Bills & Utilities,2025-09-06,5344.54
T0044229,C01268,M0149,Online Shopping,2025-06-14,14252.15
T0044230,C01268,M0053,Travel,2025-07-14,17938.14
T0044231,C01268,M0049,Travel,2025-08-10,36322.29
T0044232,C01268,M0039,Fuel,2025-09-13,3791.34
T0044233,C01268,M0084,Fashion,2025-12-17,3960.19
T0044234,C01268,M0092,Bills & Utilities,2025-01-20,6242.17
T0044235,C01268,M0008,Groceries,2025-03-10,2092.89
T0044236,C01268,M0039,Fuel,2024-01-12,641.07
T0044237,C01268,M0107,Healthcare,2025-08-01,2106.15
T0044238,C01268,M0079,Fashion,2025-02-03,12835.85
T0044239,C01268,M0024,Dining,2024-12-20,1128.4
T0044240,C01268,M0029,Dining,2025-11-18,2208.46
T0044241,C01268,M0137,Online Shopping,2025-07-09,19137.88
T0044242,C01268,M0013,Groceries,2024-03-17,2640.28
T0044243,C01268,M0024,Dining,2025-12-27,1112.53
T0044244,C01268,M0022,Dining,2024-07-17,1852.3
T0044245,C01268,M0093,Bills & Utilities,2025-07-10,2917.55
T0044246,C01268,M0135,Entertainment,2024-08-14,267.75
T0044247,C01268,M0045,Fuel,2024-04-21,1192.92
T0044248,C01268,M0062,Electronics,2025-09-23,13646.99
T0044249,C01268,M0145,Online Shopping,2024-10-31,19205.74
T0044250,C01268,M0047,Travel,2025-10-01,26712.98
T0044251,C01268,M0087,Fashion,2025-06-18,7566.93
T0044252,C01268,M0074,Electronics,2024-06-27,54862.27
T0044253,C01268,M0053,Travel,2024-11-16,9117.25
T0044254,C01268,M0019,Dining,2025-01-12,644.61
T0044255,C01268,M0005,Groceries,2025-08-10,2355.17
T0044256,C01268,M0024,Dining,2024-12-01,774.91
T0044257,C01268,M0113,Healthcare,2024-06-28,4010.11
T0044258,C01268,M0066,Electronics,2025-01-08,5058.64
T0044259,C01268,M0088,Fashion,2024-05-05,6006.67
T0044260,C01268,M0016,Dining,2024-11-29,2383.23
T0044261,C01268,M0057,Travel,2024-02-08,35921.02
T0044262,C01269,M0007,Groceries,2025-10-05,2878.13
T0044263,C01269,M0014,Groceries,2024-10-28,2934.16
T0044264,C01269,M0132,Entertainment,2024-01-19,1860.59
T0044265,C01269,M0041,Fuel,2025-12-12,587.7
T0044266,C01269,M0083,Fashion,2024-03-06,5084.29
T0044267,C01269,M0124,Entertainment,2025-01-05,553.36
T0044268,C01269,M0011,Groceries,2024-06-10,2439.48
T0044269,C01269,M0122,Entertainment,2024-03-10,763.94
T0044270,C01269,M0108,Healthcare,2024-09-07,2476.8
T0044271,C01269,M0034,Fuel,2025-09-03,3549.18
T0044272,C01269,M0051,Travel,2024-08-03,14820.19
T0044273,C01269,M0125,Entertainment,2025-07-07,2398.57
T0044274,C01269,M0109,Healthcare,2024-11-08,12209.3
T0044275,C01269,M0054,Travel,2024-09-12,11371.06
T0044276,C01269,M0145,Online Shopping,2025-04-18,237.91
T0044277,C01269,M0032,Fuel,2025-05-06,1937.72
T0044278,C01269,M0040,Fuel,2025-05-16,2565.8
T0044279,C01269,M0031,Fuel,2025-11-13,1886.07
T0044280,C01269,M0126,Entertainment,2024-11-13,239.15
T0044281,C01269,M0091,Bills & Utilities,2024-01-12,5886.27
T0044282,C01269,M0032,Fuel,2025-03-03,3963.0
T0044283,C01269,M0097,Bills & Utilities,2025-07-28,4541.31
T0044284,C01269,M0109,Healthcare,2025-10-18,1253.35
T0044285,C01269,M0089,Fashion,2024-09-08,980.0
T0044286,C01269,M0137,Online Shopping,2024-06-14,8777.13
T0044287,C01269,M0096,Bills & Utilities,2025-02-16,2753.51
T0044288,C01269,M0148,Online Shopping,2024-02-13,19072.01
T0044289,C01269,M0066,Electronics,2024-12-22,41511.8
T0044290,C01269,M0084,Fashion,2024-08-02,14111.95
T0044291,C01269,M0002,Groceries,2025-07-14,1086.07
T0044292,C01269,M0052,Travel,2025-04-15,8929.7
T0044293,C01269,M0121,Entertainment,2024-05-12,909.6
T0044294,C01269,M0081,Fashion,2024-10-09,1527.58
T0044295,C01269,M0078,Fashion,2024-06-21,9228.81
T0044296,C01269,M0059,Travel,2025-06-15,9491.7
T0044297,C01269,M0027,Dining,2025-12-26,1473.07
T0044298,C01269,M0121,Entertainment,2025-02-15,1924.02
T0044299,C01269,M0090,Fashion,2025-07-24,14917.93
T0044300,C01269,M0015,Groceries,2024-07-04,2726.19
T0044301,C01269,M0089,Fashion,2024-02-18,8842.79
T0044302,C01269,M0072,Electronics,2024-02-05,44097.3
T0044303,C01269,M0049,Travel,2025-03-27,19251.89
T0044304,C01269,M0145,Online Shopping,2025-12-03,5697.18
T0044305,C01269,M0114,Healthcare,2025-12-18,10846.6
T0044306,C01269,M0058,Travel,2024-02-23,12874.65
T0044307,C01270,M0035,Fuel,2024-08-04,1903.07
T0044308,C01270,M0132,Entertainment,2025-06-20,1434.58
T0044309,C01270,M0042,Fuel,2024-02-13,3807.49
T0044310,C01270,M0020,Dining,2025-08-24,1281.95
T0044311,C01270,M0040,Fuel,2024-08-02,504.04
T0044312,C01270,M0053,Travel,2025-09-12,18447.69
T0044313,C01270,M0013,Groceries,2025-10-09,1033.48
T0044314,C01270,M0017,Dining,2024-11-15,389.16
T0044315,C01270,M0085,Fashion,2024-08-08,1743.62
T0044316,C01270,M0119,Healthcare,2024-08-20,17396.84
T0044317,C01270,M0137,Online Shopping,2025-05-21,9123.29
T0044318,C01270,M0022,Dining,2024-08-03,2170.76
T0044319,C01270,M0118,Healthcare,2025-04-09,2043.49
T0044320,C01270,M0068,Electronics,2024-06-30,43122.86
T0044321,C01270,M0117,Healthcare,2024-09-21,16692.48
T0044322,C01270,M0018,Dining,2025-10-13,812.07
T0044323,C01270,M0129,Entertainment,2024-06-24,469.1
T0044324,C01270,M0126,Entertainment,2025-03-11,466.81
T0044325,C01270,M0108,Healthcare,2025-12-27,10422.18
T0044326,C01270,M0068,Electronics,2024-01-22,20725.37
T0044327,C01270,M0085,Fashion,2024-03-04,9914.93
T0044328,C01270,M0147,Online Shopping,2024-06-15,18434.43
T0044329,C01270,M0029,Dining,2024-07-12,773.45
T0044330,C01270,M0134,Entertainment,2025-03-02,2581.55
T0044331,C01270,M0038,Fuel,2024-02-05,3195.31
T0044332,C01270,M0082,Fashion,2024-10-04,12914.42
T0044333,C01270,M0101,Bills & Utilities,2024-05-06,717.74
T0044334,C01270,M0031,Fuel,2024-02-09,969.32
T0044335,C01270,M0094,Bills & Utilities,2025-02-23,2524.58
T0044336,C01270,M0024,Dining,2025-12-23,2359.61
T0044337,C01270,M0054,Travel,2025-05-31,13136.0
T0044338,C01270,M0061,Electronics,2025-05-12,30543.8
T0044339,C01270,M0116,Healthcare,2024-05-21,10241.4
T0044340,C01270,M0121,Entertainment,2024-07-09,2059.44
T0044341,C01270,M0130,Entertainment,2024-11-14,2489.07
T0044342,C01270,M0050,Travel,2024-10-21,20934.3
T0044343,C01270,M0143,Online Shopping,2025-09-04,6223.24
T0044344,C01271,M0141,Online Shopping,2024-09-15,10690.84
T0044345,C01271,M0122,Entertainment,2024-10-23,507.35
T0044346,C01271,M0102,Bills & Utilities,2025-05-27,2646.53
T0044347,C01271,M0027,Dining,2024-04-12,2025.64
T0044348,C01271,M0150,Online Shopping,2025-03-14,5560.19
T0044349,C01271,M0134,Entertainment,2025-08-02,2207.8
T0044350,C01271,M0120,Healthcare,2025-05-25,14752.25
T0044351,C01271,M0042,Fuel,2024-08-03,2029.39
T0044352,C01271,M0003,Groceries,2025-06-29,1040.66
T0044353,C01271,M0057,Travel,2025-01-07,19623.49
T0044354,C01271,M0114,Healthcare,2024-02-17,16560.28
T0044355,C01271,M0101,Bills & Utilities,2024-02-16,5812.14
T0044356,C01271,M0077,Fashion,2025-08-25,11359.09
T0044357,C01271,M0079,Fashion,2024-07-07,11378.3
T0044358,C01271,M0055,Travel,2025-09-29,37111.96
T0044359,C01271,M0084,Fashion,2025-10-03,976.85
T0044360,C01271,M0139,Online Shopping,2025-08-29,18501.82
T0044361,C01271,M0020,Dining,2025-08-29,2248.54
T0044362,C01271,M0122,Entertainment,2025-11-01,1521.29
T0044363,C01271,M0039,Fuel,2025-01-29,1423.46
T0044364,C01271,M0053,Travel,2024-07-22,3133.21
T0044365,C01271,M0114,Healthcare,2025-04-23,5738.96
T0044366,C01271,M0052,Travel,2024-09-03,16417.77
T0044367,C01271,M0032,Fuel,2024-06-19,3514.39
T0044368,C01271,M0137,Online Shopping,2025-09-29,16008.52
T0044369,C01271,M0078,Fashion,2024-04-12,14947.53
T0044370,C01271,M0055,Travel,2024-10-20,14622.98
T0044371,C01271,M0135,Entertainment,2024-06-14,476.34
T0044372,C01271,M0116,Healthcare,2025-04-03,14741.54
T0044373,C01271,M0005,Groceries,2024-09-16,906.9
T0044374,C01271,M0061,Electronics,2025-03-22,15938.81
T0044375,C01271,M0108,Healthcare,2024-03-16,15930.07
T0044376,C01271,M0105,Bills & Utilities,2024-09-29,4957.19
T0044377,C01271,M0023,Dining,2024-11-27,1528.66
T0044378,C01271,M0083,Fashion,2025-08-09,1406.18
T0044379,C01271,M0049,Travel,2025-06-25,25967.64
T0044380,C01271,M0052,Travel,2024-10-29,39757.1
T0044381,C01271,M0023,Dining,2024-11-11,2329.82
T0044382,C01271,M0145,Online Shopping,2025-01-21,17365.43
T0044383,C01271,M0088,Fashion,2025-04-08,14328.78
T0044384,C01271,M0010,Groceries,2025-06-12,1449.01
T0044385,C01272,M0019,Dining,2024-08-21,1404.7
T0044386,C01272,M0043,Fuel,2025-03-18,1073.04
T0044387,C01272,M0141,Online Shopping,2024-11-20,14519.64
T0044388,C01272,M0103,Bills & Utilities,2024-11-22,5640.73
T0044389,C01272,M0126,Entertainment,2024-01-31,1026.62
T0044390,C01272,M0038,Fuel,2024-06-17,2618.68
T0044391,C01272,M0008,Groceries,2025-12-03,604.67
T0044392,C01272,M0145,Online Shopping,2025-01-25,4729.91
T0044393,C01272,M0063,Electronics,2025-12-16,9317.19
T0044394,C01272,M0066,Electronics,2024-04-21,40493.86
T0044395,C01272,M0070,Electronics,2024-11-09,26746.61
T0044396,C01272,M0127,Entertainment,2025-04-21,2811.71
T0044397,C01272,M0115,Healthcare,2024-02-04,13730.21
T0044398,C01272,M0120,Healthcare,2025-12-01,1270.54
T0044399,C01272,M0093,Bills & Utilities,2024-07-27,2331.08
T0044400,C01272,M0099,Bills & Utilities,2025-06-07,7544.56
T0044401,C01272,M0056,Travel,2025-04-01,18374.57
T0044402,C01272,M0042,Fuel,2024-03-08,2216.58
T0044403,C01272,M0074,Electronics,2024-06-05,54210.93
T0044404,C01272,M0029,Dining,2024-02-20,1910.47
T0044405,C01272,M0038,Fuel,2025-04-13,3105.98
T0044406,C01272,M0120,Healthcare,2024-02-21,12443.25
T0044407,C01272,M0036,Fuel,2024-10-19,2556.67
T0044408,C01272,M0098,Bills & Utilities,2025-02-23,1488.49
T0044409,C01272,M0089,Fashion,2025-10-22,6131.67
T0044410,C01272,M0016,Dining,2024-04-28,688.24
T0044411,C01272,M0001,Groceries,2024-08-07,2776.96
T0044412,C01272,M0074,Electronics,2025-04-24,44499.68
T0044413,C01272,M0113,Healthcare,2025-07-15,19306.74
T0044414,C01272,M0138,Online Shopping,2024-10-13,2975.99
T0044415,C01272,M0032,Fuel,2024-08-22,3451.42
T0044416,C01272,M0147,Online Shopping,2024-11-23,13961.89
T0044417,C01272,M0025,Dining,2025-05-04,1292.06
T0044418,C01272,M0128,Entertainment,2025-10-28,2384.39
T0044419,C01272,M0092,Bills & Utilities,2025-03-14,4289.95
T0044420,C01272,M0125,Entertainment,2025-10-07,2654.76
T0044421,C01272,M0111,Healthcare,2025-03-17,10574.61
T0044422,C01272,M0008,Groceries,2024-08-25,1213.9
T0044423,C01272,M0026,Dining,2025-10-27,352.79
T0044424,C01273,M0018,Dining,2025-07-22,786.94
T0044425,C01273,M0035,Fuel,2025-08-12,1365.57
T0044426,C01273,M0140,Online Shopping,2025-05-07,16141.13
T0044427,C01273,M0049,Travel,2025-06-09,37236.88
T0044428,C01273,M0145,Online Shopping,2025-02-09,12031.73
T0044429,C01273,M0130,Entertainment,2024-02-16,2187.35
T0044430,C01273,M0016,Dining,2025-08-28,1516.11
T0044431,C01273,M0014,Groceries,2024-02-29,2681.26
T0044432,C01273,M0135,Entertainment,2024-08-14,534.91
T0044433,C01273,M0095,Bills & Utilities,2025-02-27,3841.44
T0044434,C01273,M0121,Entertainment,2024-09-29,2967.39
T0044435,C01273,M0017,Dining,2024-09-27,1388.28
T0044436,C01273,M0041,Fuel,2025-07-08,2699.79
T0044437,C01273,M0132,Entertainment,2024-03-10,326.1
T0044438,C01273,M0055,Travel,2025-11-04,31691.3
T0044439,C01273,M0026,Dining,2025-08-20,713.76
T0044440,C01273,M0021,Dining,2024-04-28,2356.18
T0044441,C01273,M0097,Bills & Utilities,2024-01-26,600.26
T0044442,C01273,M0137,Online Shopping,2024-08-02,4295.12
T0044443,C01273,M0091,Bills & Utilities,2025-01-07,1581.31
T0044444,C01273,M0132,Entertainment,2025-02-09,1043.16
T0044445,C01273,M0028,Dining,2025-07-15,1685.01
T0044446,C01273,M0080,Fashion,2024-04-15,3330.77
T0044447,C01273,M0088,Fashion,2025-11-12,11810.59
T0044448,C01273,M0018,Dining,2024-07-12,1153.7
T0044449,C01273,M0005,Groceries,2024-02-02,761.2
T0044450,C01273,M0098,Bills & Utilities,2024-02-16,6447.89
T0044451,C01273,M0045,Fuel,2025-01-02,3831.17
T0044452,C01273,M0055,Travel,2024-02-01,14970.43
T0044453,C01273,M0070,Electronics,2025-02-25,56356.78
T0044454,C01273,M0085,Fashion,2025-04-20,921.37
T0044455,C01273,M0136,Online Shopping,2025-03-15,13285.19
T0044456,C01273,M0146,Online Shopping,2025-09-14,17910.5
T0044457,C01273,M0090,Fashion,2025-10-02,13037.26
T0044458,C01273,M0057,Travel,2025-02-08,37868.06
T0044459,C01273,M0034,Fuel,2025-11-06,1315.45
T0044460,C01273,M0143,Online Shopping,2025-07-03,2058.22
T0044461,C01273,M0126,Entertainment,2024-10-20,828.36
T0044462,C01273,M0054,Travel,2025-08-10,20960.57
T0044463,C01273,M0033,Fuel,2025-09-08,884.48
T0044464,C01273,M0105,Bills & Utilities,2024-09-03,2638.64
T0044465,C01274,M0021,Dining,2025-10-28,215.9
T0044466,C01274,M0136,Online Shopping,2025-01-26,7582.11
T0044467,C01274,M0090,Fashion,2025-11-05,4307.38
T0044468,C01274,M0111,Healthcare,2025-10-21,5868.53
T0044469,C01274,M0074,Electronics,2025-01-06,52289.17
T0044470,C01274,M0103,Bills & Utilities,2024-02-15,5055.77
T0044471,C01274,M0139,Online Shopping,2024-05-15,7987.94
T0044472,C01274,M0032,Fuel,2024-07-08,3115.14
T0044473,C01274,M0016,Dining,2025-11-19,572.69
T0044474,C01274,M0031,Fuel,2025-07-12,2071.15
T0044475,C01274,M0058,Travel,2025-09-20,37693.89
T0044476,C01274,M0061,Electronics,2024-03-10,29813.99
T0044477,C01274,M0035,Fuel,2024-04-12,859.36
T0044478,C01274,M0121,Entertainment,2025-12-14,2641.17
T0044479,C01274,M0140,Online Shopping,2025-09-09,8129.97
T0044480,C01274,M0002,Groceries,2025-05-23,2584.62
T0044481,C01274,M0133,Entertainment,2025-05-02,1835.56
T0044482,C01274,M0097,Bills & Utilities,2025-03-02,5600.18
T0044483,C01274,M0010,Groceries,2025-03-10,354.87
T0044484,C01274,M0090,Fashion,2024-08-17,7748.56
T0044485,C01274,M0104,Bills & Utilities,2025-02-23,4904.42
T0044486,C01274,M0024,Dining,2025-09-27,1978.97
T0044487,C01274,M0136,Online Shopping,2025-05-09,5329.53
T0044488,C01274,M0103,Bills & Utilities,2024-03-14,3488.44
T0044489,C01274,M0144,Online Shopping,2024-03-31,16983.23
T0044490,C01274,M0019,Dining,2024-03-14,2079.84
T0044491,C01274,M0139,Online Shopping,2024-04-10,3416.06
T0044492,C01274,M0122,Entertainment,2024-10-20,2759.21
T0044493,C01274,M0031,Fuel,2025-11-11,603.05
T0044494,C01274,M0095,Bills & Utilities,2025-11-07,6836.09
T0044495,C01274,M0143,Online Shopping,2025-10-20,18368.41
T0044496,C01274,M0007,Groceries,2025-09-01,1215.27
T0044497,C01274,M0059,Travel,2025-02-18,4239.34
T0044498,C01274,M0105,Bills & Utilities,2025-01-26,2124.11
T0044499,C01274,M0147,Online Shopping,2025-04-06,18389.1
T0044500,C01275,M0056,Travel,2025-09-26,5981.45
T0044501,C01275,M0147,Online Shopping,2025-06-28,8605.64
T0044502,C01275,M0017,Dining,2024-03-09,1257.82
T0044503,C01275,M0004,Groceries,2024-08-14,281.89
T0044504,C01275,M0127,Entertainment,2025-12-16,1587.76
T0044505,C01275,M0027,Dining,2024-02-13,716.18
T0044506,C01275,M0098,Bills & Utilities,2025-05-15,4235.77
T0044507,C01275,M0071,Electronics,2024-10-21,15655.3
T0044508,C01275,M0120,Healthcare,2025-01-15,2595.97
T0044509,C01275,M0102,Bills & Utilities,2025-10-09,2347.88
T0044510,C01275,M0101,Bills & Utilities,2025-12-11,2252.43
T0044511,C01275,M0013,Groceries,2025-05-29,729.47
T0044512,C01275,M0092,Bills & Utilities,2024-06-05,2097.54
T0044513,C01275,M0114,Healthcare,2024-05-11,2344.14
T0044514,C01275,M0063,Electronics,2025-05-09,50770.92
T0044515,C01275,M0051,Travel,2024-10-05,11297.68
T0044516,C01275,M0022,Dining,2025-04-10,901.79
T0044517,C01275,M0066,Electronics,2024-11-14,3768.85
T0044518,C01275,M0146,Online Shopping,2025-02-23,3810.53
T0044519,C01275,M0018,Dining,2025-10-17,1689.14
T0044520,C01275,M0110,Healthcare,2024-07-23,6917.51
T0044521,C01275,M0138,Online Shopping,2024-10-16,3396.54
T0044522,C01275,M0079,Fashion,2024-10-20,1769.96
T0044523,C01275,M0006,Groceries,2024-07-11,2786.85
T0044524,C01275,M0147,Online Shopping,2024-06-02,7196.24
T0044525,C01275,M0140,Online Shopping,2024-10-06,11573.54
T0044526,C01275,M0016,Dining,2025-10-02,387.45
T0044527,C01275,M0036,Fuel,2024-12-06,1835.43
T0044528,C01275,M0149,Online Shopping,2025-10-27,16525.6
T0044529,C01275,M0016,Dining,2025-12-22,246.92
T0044530,C01275,M0036,Fuel,2024-05-23,1123.44
T0044531,C01275,M0120,Healthcare,2024-06-09,11660.57
T0044532,C01275,M0141,Online Shopping,2024-05-19,10177.84
T0044533,C01275,M0044,Fuel,2025-04-30,1762.09
T0044534,C01275,M0044,Fuel,2024-07-02,3704.13
T0044535,C01275,M0009,Groceries,2024-09-21,2780.33
T0044536,C01276,M0140,Online Shopping,2024-11-16,5735.18
T0044537,C01276,M0055,Travel,2024-05-31,18425.03
T0044538,C01276,M0041,Fuel,2024-09-13,1085.87
T0044539,C01276,M0046,Travel,2025-10-30,9057.11
T0044540,C01276,M0020,Dining,2025-11-01,1890.93
T0044541,C01276,M0124,Entertainment,2025-10-25,523.65
T0044542,C01276,M0046,Travel,2025-11-21,12015.3
T0044543,C01276,M0012,Groceries,2025-01-19,2869.02
T0044544,C01276,M0029,Dining,2025-06-25,935.68
T0044545,C01276,M0023,Dining,2025-11-01,1405.23
T0044546,C01276,M0021,Dining,2025-03-15,570.41
T0044547,C01276,M0005,Groceries,2025-07-03,331.53
T0044548,C01276,M0005,Groceries,2024-02-21,1600.36
T0044549,C01276,M0023,Dining,2025-06-09,1052.73
T0044550,C01276,M0023,Dining,2025-09-07,2404.29
